SBTU,Tucurui Airport,-3.78601,-49.7203,118.0,JA-a
SSUM,Orlando de Carvalho Airport,-23.7987,-53.3138,131.0,AvGas
SNRU,Caruaru Airport (Oscar Laranjeiras Airport),-8.28239,-36.0135,125.0,AvGas
SBFN,Fernando de Noronha Airport (Gov. Carlos Wilson Airport),-3.85493,-32.4233,130.0,JA-a
SBPL,Senador Nilo Coelho Airport,-9.36241,-40.5691,134.0,JA-a
SNGN,Garanhuns Airport,-8.8381,-36.4696,130.0,AvGas
SBRF,Recife/Guararapes-Gilberto Freyre International Airport,-8.12649,-34.9236,129.0,AvGas
SNHS,Serra Talhada Santa Magalhaes Regional Airport,-8.0619,-38.324,126.0,AvGas
SNQG,Cangapara Airport,-6.84639,-43.0773,127.0,JA-a
SNGD,Guadalupe Airport,-6.78222,-43.5822,120.0,JA-a
SNPC,Picos Airport,-7.06206,-41.5237,125.0,JA-a
SBPB,Parnaiba-Prefeito Dr. Joao Silva Filho International Airport,-2.89375,-41.732,119.0,JA-a
SBTE,Teresina-Senador Petronio Portel Airport,-5.05994,-42.8235,135.0,AvGas
SBMS,Gov. Dix-Sept Rosado Airport,-5.20192,-37.3643,124.0,JA-a
SBNT,Sao Goncalo do Amarante-Governador Aluizio Alves International Airport,-5.76806,-35.3761,131.0,JA-a
SSLT,Alegrete Airport,-29.8127,-55.8934,127.0,AvGas
SBBG,Comandante Gustavo Kraemer Airport,-31.3905,-54.1122,129.0,JA-a
SSCN,Canela Airport,-29.3706,-50.8322,135.0,JA-a
SSSC,Santa Cruz do Sul Airport,-29.6841,-52.4122,124.0,AvGas
SSVP,Santa Vitoria do Palmar Airport,-33.5022,-53.3442,129.0,JA-a
SBCX,Caxias do Sul Airport (Hugo Cantergiani Regional Airport),-29.1971,-51.1875,126.0,AvGas
SSER,Erechim Airport,-27.6619,-52.2683,126.0,JA-a
SBNM,Sepe Tiaraju Airport,-28.2817,-54.1691,131.0,AvGas
SSHZ,Horizontina Airport,-27.6383,-54.3391,130.0,AvGas
SSIJ,Joao Batista Bos Filho Airport,-28.3687,-53.8466,129.0,JA-a
SSIQ,Itaqui Airport,-29.1731,-56.5367,133.0,JA-a
SNLB,Livramento do Brumado Airport,-13.6506,-41.8339,119.0,JA-a
SBPK,Joao Simoes Lopes Neto International Airport,-31.7184,-52.3277,129.0,AvGas
SBPF,Lauro Kurtz Airport,-28.244,-52.3266,125.0,JA-a
SBPA,Salgado Filho International Airport,-29.9944,-51.1714,132.0,JA-a
SBSM,Santa Maria Airport (Rio Grande do Sul),-29.7114,-53.6882,129.0,JA-a
SBRG,Rio Grande Regional Airport,-32.0817,-52.1633,127.0,JA-a
SSRU,Sao Lourenco do Sul Airport,-31.3833,-52.0328,119.0,AvGas
SSZR,Santa Rosa Airport (Brazil),-27.9067,-54.5204,134.0,AvGas
SBTR,Torres Airport,-29.4149,-49.81,135.0,JA-a
SBUG,Rubem Berta International Airport,-29.7822,-57.0382,127.0,JA-a
SBBZ,Umberto Modiano Airport,-22.7709,-41.9631,124.0,JA-a
SBCP,Bartolomeu Lysandro Airport,-21.6983,-41.3017,122.0,AvGas
SBCB,Cabo Frio International Airport,-22.9217,-42.0743,124.0,AvGas
SBGL,Galeao-Antonio Carlos Jobim International Airport,-22.81,-43.2506,122.0,JA-a
SDUN,Itaperuna Airport,-21.2193,-41.8759,129.0,AvGas
SBME,Benedito Lacerda Airport,-22.343,-41.766,129.0,AvGas
SDRS,Resende Airport,-22.4785,-44.4803,123.0,AvGas
SBJR,Jacarepagua Airport,-22.9878,-43.3702,134.0,JA-a
SBRJ,Rio de Janeiro Santos Dumont Airport,-22.9103,-43.1655,130.0,AvGas
SBVH,Vilhena Airport (Brigadeiro Camarao Airport),-12.6944,-60.0983,129.0,JA-a
SWCQ,Costa Marques Airport,-12.4211,-64.2516,126.0,JA-a
SBGM,Guajara-Mirim Airport,-10.7864,-65.2848,136.0,JA-a
SWJI,Jose Coleto Airport,-10.8708,-61.8465,134.0,AvGas
SSKW,Capital do Cafe Airport,-11.496,-61.4508,135.0,JA-a
SWPM,Pimenta Bueno Airport,-11.6416,-61.1791,120.0,JA-a
SBPV,Governador Jorge Teixeira de Oliveira International Airport,-8.70929,-63.9023,125.0,JA-a
SBBV,Boa Vista International Airport,2.84139,-60.6922,125.0,AvGas
SSBL,Blumenau Airport,-26.8306,-49.0903,125.0,AvGas
SSCK,Concordia Airport,-27.1806,-52.0527,118.0,AvGas
SBCM,Diomicio Freitas Airport,-28.7244,-49.4214,121.0,AvGas
SBCD,Cacador Airport,-26.7884,-50.9398,133.0,JA-a
SNCP,Planalto Serrano Correia Regional Airport,-27.6286,-50.3508,131.0,AvGas
SBFL,Hercilio Luz International Airport,-27.6703,-48.5525,123.0,JA-a
SSJA,Santa Terezinha Municipal Airport,-27.1714,-51.5533,136.0,AvGas
SBJA,Humberto Ghizzo Bortoluzzi Regional Airport,-28.6753,-49.0596,124.0,AvGas
SBJV,Joinville-Lauro Carneiro de Loyola Airport,-26.2245,-48.7974,127.0,JA-a
SBLJ,Antonio Correia Pinto de Macedo Airport,-27.7821,-50.2815,122.0,AvGas
SSLN,Helmuth Baungartem Airport,-27.16,-49.5425,131.0,AvGas
SBNF,Navegantes-Ministro Victor Konder International Airport,-26.88,-48.6514,125.0,AvGas
SSOE,Helio Wasum Airport,-26.7816,-53.5035,125.0,JA-a
SSUV,Uniao da Vitoria Airport,-26.2317,-51.0689,136.0,AvGas
SSVI,Angelo Ponzoni Municipal Airport,-26.9997,-51.1419,132.0,JA-a
SBCH,Serafin Enoss Bertaso Airport,-27.1342,-52.6566,130.0,AvGas
SBAS,Assis Airport,-22.64,-50.4531,118.0,JA-a
SBAQ,Araraquara Airport,-21.812,-48.133,135.0,AvGas
SBAU,Aracatuba Airport,-21.1413,-50.4247,134.0,JA-a
SBBT,Chafei Amsei Airport,-20.5845,-48.5941,133.0,AvGas
SBBU,Bauru Airport,-22.3436,-49.0539,133.0,AvGas
SBBP,Arthur Siqueira-Braganca Paulista State Airport,-22.9792,-46.5375,136.0,AvGas
SBSP,Sao Paulo Congonhas Airport,-23.6282,-46.6572,125.0,AvGas
SDAM,Campo dos Amarais Airport,-22.8592,-47.1081,135.0,JA-a
SIMK,Franca Airport (Ten. Lund Presotto-Franca State Airport),-20.5922,-47.3829,122.0,JA-a
SBGW,Guaratingueta Airport,-22.7916,-45.2048,128.0,AvGas
SBGR,Guarulhos International Airport,-23.4322,-46.4692,126.0,AvGas
SDJL,Jales Airport,-20.293,-50.5464,118.0,AvGas
SBAE,Moussa Nakhl Tobias-Bauru/Arealva State Airport,-22.1669,-49.0503,133.0,JA-a
SBLN,Lins Airport,-21.664,-49.7305,123.0,JA-a
SBML,Frank Miloye Milenkowichi-Marilia State Airport,-22.1969,-49.9264,132.0,JA-a
SDOU,Jornalista Benedito Pimentel-Ourinhos State Airport,-22.9665,-49.9133,136.0,AvGas
SBDN,Presidente Prudente Airport,-22.1751,-51.4246,127.0,AvGas
SDSC,Mario Pereira Lopes Airport,-21.8754,-47.9037,120.0,JA-a
SBRP,Leite Lopes Airport,-21.1364,-47.7767,130.0,AvGas
SBSJ,Professor Urbano Ernesto Stumpf International Airport,-23.2292,-45.8615,135.0,JA-a
SBSR,Prof. Eribelto Manoel Reino State Airport,-20.8166,-49.4065,133.0,JA-a
SDCO,Sorocaba Airport,-23.478,-47.49,119.0,AvGas
SBST,Santos Air Force Base,-23.9281,-46.2997,125.0,JA-a
SDUB,Ubatuba Airport,-23.4411,-45.0756,121.0,AvGas
SBUP,Castilho Airport (Urubupunga Airport),-20.7771,-51.5648,121.0,JA-a
SBKP,Viracopos-Campinas International Airport,-23.0081,-47.1344,134.0,AvGas
SDVG,Votuporanga Airport (Domingos Pignatari Airport),-20.4632,-50.0045,127.0,JA-a
SBAR,Santa Maria Airport (Sergipe),-10.984,-37.0703,123.0,JA-a
SWRA,Arraias Airport,-13.0252,-46.8841,125.0,AvGas
SWGN,Araguaina Airport,-7.22787,-48.2405,126.0,AvGas
SWDN,Dianopolis Airport,-11.5954,-46.8467,121.0,JA-a
SWGI,Gurupi Airport,-11.7396,-49.1322,133.0,AvGas
SWIY,Santa Isabel do Morro Airport,-11.5723,-50.6662,124.0,JA-a
SBPJ,Palmas-Brigadeiro Lysias Rodrigues Airport,-10.2915,-48.357,125.0,JA-a
SBPN,Porto Nacional Airport,-10.7194,-48.3997,124.0,JA-a
MYAP,Spring Point Airport,22.4418,-73.9709,118.0,AvGas
MYBG,Great Harbour Cay Airport,25.7383,-77.8401,133.0,JA-a
MYBS,South Bimini Airport,25.6999,-79.2647,134.0,JA-a
MYCB,New Bight Airport,24.3153,-75.4523,122.0,JA-a
MYAF,Andros Town International Airport,24.6979,-77.7956,124.0,AvGas
MYBC,Chub Cay International Airport,25.4171,-77.8809,126.0,JA-a
MYAB,Clarence A. Bain Airport,24.2877,-77.6846,126.0,JA-a
MYAN,San Andros Airport,25.0538,-78.049,128.0,JA-a
MYCC,Cat Cay Airport,25.5546,-79.2752,120.0,JA-a
MYAW,Walker's Cay Airport,27.2667,-78.3997,133.0,JA-a
MYGF,Grand Bahama International Airport,26.5587,-78.6956,126.0,JA-a
MYEF,Exuma International Airport,23.5626,-75.878,129.0,AvGas
MYEN,Norman's Cay Airport,24.5943,-76.8202,128.0,AvGas
MYES,Staniel Cay Airport,24.1691,-76.4391,123.0,JA-a
MYEH,North Eleuthera Airport,25.4749,-76.6835,128.0,AvGas
MYAM,Marsh Harbour Airport,26.5114,-77.0835,123.0,JA-a
MYAT,Treasure Cay Airport,26.7453,-77.3913,125.0,AvGas
MYIG,Inagua Airport (Matthew Town Airport),20.975,-73.6669,133.0,JA-a
MYCI,Colonel Hill Airport (Crooked Island Airport),22.7456,-74.1824,132.0,AvGas
MYRD,Duncan Town Airport,22.1818,-75.7295,122.0,AvGas
MYLD,Deadman's Cay Airport,23.179,-75.0936,128.0,AvGas
MYCP,Pitts Town Airport,22.8297,-74.3461,133.0,JA-a
MYLS,Stella Maris Airport,23.5823,-75.2686,119.0,AvGas
MYMM,Mayaguana Airport (Abraham's Bay Airport),22.3795,-73.0135,128.0,JA-a
MYNN,Lynden Pindling International Airport,25.039,-77.4662,135.0,JA-a
MYRP,Port Nelson Airport,23.6844,-74.8362,132.0,AvGas
MYSM,San Salvador Airport (Cockburn Town Airport),24.0633,-74.524,129.0,AvGas
MYAK,South Andros Airport,24.1589,-77.5897,135.0,JA-a
MYCA,Arthur's Town Airport,24.6294,-75.6738,135.0,JA-a
MYEM,Governor's Harbour Airport,25.2847,-76.331,129.0,AvGas
MYER,Rock Sound International Airport,24.8951,-76.1769,129.0,AvGas
MYGW,West End Airport,26.6853,-78.975,136.0,JA-a
VQBT,Bathpalathang Airport,27.5622,90.7471,121.0,AvGas
VQPR,Paro International Airport,27.4032,89.4246,130.0,JA-a
VQGP,Gelephu Airport,26.8846,90.4641,136.0,JA-a
VQTY,Yongphulla Airport (Yonphula Airport),27.2564,91.5145,128.0,JA-a
FBOR,Orapa Airport,-21.2667,25.3167,133.0,JA-a
FBSP,Selebi-Phikwe Airport,-22.0583,27.8288,126.0,JA-a
FBSN,Sua Pan Airport,-20.5534,26.1158,136.0,AvGas
FBTL,Tuli Lodge Airport,-22.1892,29.1269,135.0,JA-a
FBKE,Kasane Airport,-17.8329,25.1624,122.0,AvGas
FBGZ,Ghanzi Airport,-21.6925,21.6581,131.0,JA-a
FBTS,Tshabong Airport,-26.0333,22.4,131.0,AvGas
FBFT,Francistown Airport,-21.1596,27.4745,124.0,AvGas
FBKR,Khwai River Airport,-19.15,23.783,118.0,AvGas
FBMN,Maun Airport,-19.9726,23.4311,128.0,AvGas
FBSV,Savuti Airport,-18.5206,24.0767,125.0,AvGas
FBSW,Shakawe Airport,-18.3739,21.8326,134.0,AvGas
FBSK,Sir Seretse Khama International Airport,-24.5552,25.9182,118.0,JA-a
FBLO,Lobatse Airport,-25.1981,25.7139,134.0,AvGas
FBJW,Jwaneng Airport,-24.6023,24.691,128.0,JA-a
UMBB,Brest Airport,52.1083,23.8981,122.0,AvGas
UMGG,Gomel Airport,52.527,31.0167,133.0,AvGas
UMMG,Grodno Airport,53.602,24.0538,128.0,JA-a
UMOO,Mogilev Airport,53.9549,30.0951,118.0,JA-a
UMMM,Minsk-1 Airport,53.8645,27.5397,126.0,AvGas
UMMS,Minsk National Airport,53.8825,28.0307,132.0,JA-a
UMII,Vitebsk Vostochny Airport,55.1265,30.3496,127.0,JA-a
MZBZ,Philip S. W. Goldson International Airport,17.5391,-88.3082,132.0,AvGas
MZPL,Placencia Airport,16.537,-88.3615,131.0,AvGas
CYNR,Fort MacKay/Horizon Airport,57.3817,-111.701,121.0,JA-a
CZPC,Pincher Creek Airport,49.5206,-113.997,122.0,JA-a
CYBA,Banff Airport,51.2073,-115.542,120.0,JA-a
CYBF,Bonnyville Airport,54.3042,-110.744,132.0,AvGas
CYCT,Coronation Airport,52.075,-111.445,128.0,AvGas
CYEG,Edmonton International Airport,53.31,-113.579,124.0,AvGas
CYET,Edson Airport,53.5789,-116.465,119.0,JA-a
CYJA,Jasper Airport,52.9967,-118.059,130.0,AvGas
CYLB,Lac La Biche Airport,54.7703,-112.032,132.0,AvGas
CYLL,Lloydminster Airport,53.3092,-110.073,119.0,JA-a
CYMM,Fort McMurray International Airport,56.6533,-111.222,128.0,AvGas
CYOD,CFB Cold Lake (R.W. McNair Airport),54.405,-110.279,122.0,AvGas
CYOJ,High Level Airport,58.6214,-117.165,121.0,AvGas
CYOP,Rainbow Lake Airport,58.4914,-119.408,132.0,JA-a
CYPE,Peace River Airport,56.2269,-117.447,131.0,JA-a
CYPY,Fort Chipewyan Airport,58.7672,-111.117,119.0,JA-a
CYQF,Red Deer Regional Airport,52.1822,-113.894,134.0,JA-a
CYQL,Lethbridge Airport,49.6303,-112.8,123.0,AvGas
CYQU,Grande Prairie Airport,55.1797,-118.885,132.0,JA-a
CYRM,Rocky Mountain House Airport,52.4297,-114.904,131.0,AvGas
CYSD,CFB Suffield,50.2667,-111.183,131.0,JA-a
CYVG,Vermilion Airport,53.3558,-110.824,133.0,JA-a
CYXH,Medicine Hat Airport,50.0189,-110.721,136.0,JA-a
CYYC,Calgary International Airport,51.1139,-114.02,121.0,AvGas
CYYM,Cowley Airport,49.6364,-114.094,119.0,JA-a
CYZH,Slave Lake Airport,55.2931,-114.777,130.0,AvGas
CYZU,Whitecourt Airport,54.1439,-115.787,135.0,JA-a
CZHP,High Prairie Airport,55.3936,-116.475,136.0,AvGas
CYHC,Vancouver Harbour Flight Centre (Coal Harbour Seaplane Base),49.2944,-123.111,128.0,AvGas
CYBD,Bella Coola Airport,52.3875,-126.596,129.0,JA-a
CYAL,Alert Bay Airport,50.5822,-126.916,128.0,JA-a
CYAZ,Tofino/Long Beach Airport,49.0798,-125.776,133.0,JA-a
CYBH,Bull Harbour Waterdrome,50.9179,-127.937,121.0,AvGas
CYBL,Campbell River Airport,49.9508,-125.271,127.0,AvGas
CYCD,Nanaimo Airport,49.055,-123.87,130.0,JA-a
CYCG,West Kootenay Regional Airport (Castlegar Airport),49.2964,-117.632,132.0,AvGas
CYCQ,Chetwynd Airport,55.6872,-121.627,131.0,JA-a
CYCW,Chilliwack Airport,49.1528,-121.939,128.0,AvGas
CYCZ,Fairmont Hot Springs Airport,50.3303,-115.873,118.0,AvGas
CYDL,Dease Lake Airport,58.4222,-130.032,118.0,JA-a
CYDQ,Dawson Creek Airport,55.7423,-120.183,127.0,AvGas
CZBB,Boundary Bay Airport,49.0742,-123.012,128.0,JA-a
CYGB,Texada/Gillies Bay Airport,49.6942,-124.518,121.0,JA-a
CYHE,Hope Aerodrome,49.3683,-121.498,127.0,AvGas
CYKA,Kamloops Airport,50.7022,-120.444,127.0,JA-a
CYLW,Kelowna International Airport,49.9561,-119.378,132.0,AvGas
CYNJ,Langley Regional Airport,49.1008,-122.631,135.0,JA-a
CYNH,Hudson's Hope Airport,56.0356,-121.976,127.0,AvGas
CYPR,Prince Rupert Airport,54.2861,-130.445,133.0,AvGas
CYPW,Powell River Airport,49.8342,-124.5,121.0,JA-a
CYPZ,Burns Lake Airport,54.3764,-125.951,124.0,JA-a
CYQQ,CFB Comox,49.7108,-124.887,136.0,JA-a
CYQZ,Quesnel Airport,53.0261,-122.51,132.0,AvGas
CYRV,Revelstoke Airport,50.9667,-118.183,130.0,JA-a
CYSE,Squamish Airport,49.7817,-123.162,132.0,JA-a
CZAM,Salmon Arm Airport,50.6828,-119.229,134.0,JA-a
CYVK,Vernon Regional Airport,50.2481,-119.331,132.0,JA-a
CYVR,Vancouver International Airport,49.1939,-123.184,132.0,AvGas
CYWH,Victoria Harbour Water Airport,48.425,-123.389,122.0,JA-a
CYWL,Williams Lake Airport,52.1831,-122.054,118.0,AvGas
CYXC,Cranbrook/Canadian Rockies International Airport,49.6108,-115.782,128.0,JA-a
CYXJ,Fort St. John Airport (North Peace Airport),56.2381,-120.74,132.0,JA-a
CYXS,Prince George Airport,53.8894,-122.679,126.0,AvGas
CYXT,Northwest Regional Airport,54.4685,-128.576,130.0,AvGas
CYXX,Abbotsford International Airport,49.0253,-122.361,127.0,AvGas
CYYD,Smithers Airport,54.8247,-127.183,132.0,JA-a
CYYE,Northern Rockies Regional Airport,58.8364,-122.597,135.0,AvGas
CYYF,Penticton Regional Airport,49.4631,-119.602,120.0,JA-a
CYYJ,Victoria International Airport,48.6469,-123.426,133.0,AvGas
CYZP,Sandspit Airport,53.2543,-131.814,132.0,AvGas
CYZT,Port Hardy Airport,50.6806,-127.367,125.0,JA-a
CBBC,Bella Bella (Campbell Island) Airport,52.185,-128.157,128.0,JA-a
CZGF,Grand Forks Airport,49.0156,-118.431,132.0,JA-a
CZML,South Cariboo Regional Airport,51.7361,-121.333,119.0,JA-a
CZMT,Masset Airport,54.0275,-132.125,118.0,JA-a
CZST,Stewart Aerodrome,55.9354,-129.982,118.0,AvGas
CZSW,Prince Rupert/Seal Cove Water Airport,54.3333,-130.283,136.0,AvGas
CZBD,Ilford Airport,56.0614,-95.6139,122.0,JA-a
CZEE,Kelsey Airport,56.0375,-96.5097,130.0,JA-a
CZMN,Pikwitonei Airport,55.5889,-97.1642,121.0,AvGas
CZWH,Lac Brochet Airport,58.6175,-101.469,125.0,JA-a
CZFG,Pukatawagan Airport,55.7492,-101.266,124.0,AvGas
CZNG,Poplar River Airport,52.9965,-97.2742,127.0,AvGas
CZSN,South Indian Lake Airport,56.7928,-98.9072,118.0,AvGas
CYBQ,Tadoule Lake Airport,58.7061,-98.5122,129.0,JA-a
CYBR,Brandon Municipal Airport (McGill Field),49.91,-99.9519,130.0,AvGas
CYBT,Brochet Airport,57.8894,-101.679,135.0,AvGas
CYBV,Berens River Airport,52.3589,-97.0183,129.0,JA-a
CYCR,Cross Lake (Charlie Sinclair Memorial) Airport,54.6106,-97.7608,132.0,JA-a
CYDN,Lt. Col W.G. (Billy) Barker VC Airport,51.1008,-100.052,120.0,JA-a
CZTA,Bloodvein River Airport,51.7846,-96.6923,122.0,AvGas
CYFO,Flin Flon Airport,54.6781,-101.682,134.0,JA-a
CYGM,Gimli Industrial Park Airport,50.6281,-97.0433,119.0,AvGas
CYGO,Gods Lake Narrows Airport,54.5589,-94.4914,120.0,JA-a
CYGX,Gillam Airport,56.3575,-94.7106,119.0,JA-a
CYIV,Island Lake Airport (Garden Hill Airport),53.8572,-94.6536,132.0,JA-a
CYLR,Leaf Rapids Airport,56.5133,-99.9853,129.0,JA-a
CYNE,Norway House Airport,53.9583,-97.8442,134.0,JA-a
CYOH,Oxford House Airport,54.9333,-95.2789,121.0,AvGas
CYPG,Portage la Prairie/Southport Airport,49.9031,-98.2738,121.0,JA-a
CYQD,The Pas Airport,53.9714,-101.091,132.0,JA-a
CYRS,Red Sucker Lake Airport,54.1672,-93.5572,127.0,AvGas
CYST,St. Theresa Point Airport,53.8456,-94.8519,119.0,JA-a
CZLQ,Thicket Portage Airport,55.3189,-97.7078,126.0,JA-a
CYTH,Thompson Airport,55.8011,-97.8642,126.0,JA-a
CYWG,Winnipeg James Armstrong Richardson International Airport,49.91,-97.2399,133.0,JA-a
CYYI,Rivers Airport,50.0101,-100.314,127.0,JA-a
CYYL,Lynn Lake Airport,56.8639,-101.076,136.0,AvGas
CYYQ,Churchill Airport,58.7392,-94.065,123.0,AvGas
CZAC,York Landing Airport,56.0894,-96.0892,124.0,AvGas
CZGI,Gods River Airport,54.8397,-94.0786,136.0,AvGas
CZGR,Little Grand Rapids Airport,52.0456,-95.4658,129.0,JA-a
CZJG,Jenpeg Airport,54.5189,-98.0461,119.0,JA-a
CZJN,Swan River Airport,52.1206,-101.236,120.0,JA-a
CZTM,Shamattawa Airport,55.8656,-92.0814,123.0,JA-a
CYCH,Miramichi Airport,47.0078,-65.4492,122.0,AvGas
CYCL,Charlo Airport,47.9908,-66.3303,120.0,JA-a
CYFC,Fredericton International Airport,45.8689,-66.5372,123.0,AvGas
CYQM,Greater Moncton International Airport,46.1122,-64.6786,126.0,JA-a
CYSJ,Saint John Airport,45.3161,-65.8903,126.0,AvGas
CYSL,Saint-Leonard Aerodrome,47.1575,-67.8347,125.0,JA-a
CZBF,Bathurst Airport (New Brunswick),47.6297,-65.7389,134.0,AvGas
CYAY,St. Anthony Airport,51.3919,-56.0831,130.0,AvGas
CYDF,Deer Lake Regional Airport,49.2108,-57.3914,124.0,AvGas
CYDP,Nain Airport,56.5492,-61.6803,123.0,AvGas
CYHO,Hopedale Airport,55.4483,-60.2286,118.0,JA-a
CYJT,Stephenville International Airport,48.5442,-58.55,132.0,AvGas
CYMH,Mary's Harbour Airport,52.3028,-55.8472,118.0,JA-a
CYFT,Makkovik Airport,55.0769,-59.1864,136.0,JA-a
CYQX,Gander International Airport / CFB Gander,48.9369,-54.5681,119.0,AvGas
CYCA,Cartwright Airport,53.6828,-57.0419,122.0,AvGas
CYWK,Wabush Airport,52.9219,-66.8644,129.0,JA-a
CYYR,CFB Goose Bay,53.3192,-60.4258,120.0,JA-a
CYYT,St. John's International Airport,47.6186,-52.7519,121.0,AvGas
CZUM,Churchill Falls Airport,53.5619,-64.1064,129.0,AvGas
CYKD,Aklavik/Freddie Carmichael Airport,68.2233,-135.006,119.0,AvGas
CYVL,Colville Lake/Tommy Kochon Aerodrome,67.02,-126.126,122.0,JA-a
CYEV,Inuvik (Mike Zubko) Airport,68.3042,-133.483,133.0,JA-a
CYWE,Wekweeti Airport,64.1908,-114.077,119.0,AvGas
CYFR,Fort Resolution Airport,61.1808,-113.69,127.0,AvGas
CYFS,Fort Simpson Airport,61.7602,-121.237,119.0,AvGas
CYGH,Fort Good Hope Airport,66.2408,-128.651,135.0,AvGas
CYHI,Ulukhaktok/Holman Airport,70.7628,-117.806,136.0,AvGas
CYHY,Hay River/Merlyn Carter Airport,60.8397,-115.783,120.0,JA-a
CYJF,Fort Liard Airport,60.2358,-123.469,135.0,AvGas
CYMD,Mould Bay Airport,76.2392,-119.322,135.0,AvGas
CYOA,Ekati Airport,64.6989,-110.615,118.0,AvGas
CYPC,Nora Aliqatchialuk Ruben Airport,69.3608,-124.075,135.0,AvGas
CYRA,Gameti/Rae Lakes Airport,64.1161,-117.31,136.0,AvGas
CYLK,Lutselk'e Airport,62.4183,-110.682,125.0,AvGas
CYSM,Fort Smith Airport,60.0203,-111.962,119.0,JA-a
CYSY,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,71.9939,-125.243,128.0,AvGas
CYUB,Tuktoyaktuk/James Gruben Airport,69.4333,-133.026,119.0,AvGas
CYVQ,Norman Wells Airport,65.2816,-126.798,134.0,JA-a
CYWJ,Deline Airport,65.2111,-123.436,120.0,AvGas
CYWY,Wrigley Airport,63.2094,-123.437,124.0,JA-a
CYZF,Yellowknife Airport,62.4628,-114.44,134.0,JA-a
CZFM,Fort McPherson Airport,67.4075,-134.861,130.0,AvGas
CZFN,Tulita Airport,64.9097,-125.573,136.0,JA-a
CYID,Digby/Annapolis Regional Airport,44.5458,-65.7854,131.0,JA-a
CYHZ,Halifax Stanfield International Airport,44.8808,-63.5086,132.0,AvGas
CYPD,Port Hawkesbury Airport,45.6567,-61.3681,128.0,JA-a
CYQI,Yarmouth Airport,43.8269,-66.0881,128.0,AvGas
CYQY,Sydney/J.A. Douglas McCurdy Airport,46.1614,-60.0478,119.0,AvGas
CYZX,CFB Greenwood,44.9844,-64.9169,122.0,AvGas
CYAB,Arctic Bay Airport,73.0058,-85.0425,122.0,JA-a
CYBB,Kugaaruk Airport,68.5344,-89.8081,118.0,AvGas
CYBK,Baker Lake Airport,64.2989,-96.0778,131.0,JA-a
CYCB,Cambridge Bay Airport,69.1081,-105.138,126.0,JA-a
CYCO,Kugluktuk Airport,67.8167,-115.144,128.0,AvGas
CYCS,Chesterfield Inlet Airport,63.3469,-90.7311,133.0,AvGas
CYCY,Clyde River Airport,70.4861,-68.5167,127.0,JA-a
CYEK,Arviat Airport,61.0942,-94.0708,133.0,JA-a
CYEU,Eureka Aerodrome,79.9947,-85.8142,127.0,AvGas
CYFB,Iqaluit Airport,63.7564,-68.5558,133.0,AvGas
CYGT,Igloolik Airport,69.3647,-81.8161,132.0,AvGas
CYGZ,Grise Fiord Airport,76.4261,-82.9092,119.0,JA-a
CYHK,Gjoa Haven Airport,68.6356,-95.8497,133.0,AvGas
CYIO,Pond Inlet Airport,72.6833,-77.9667,122.0,AvGas
CYLC,Kimmirut Airport,62.85,-69.8833,130.0,AvGas
CYLT,Alert Airport,82.5178,-62.2806,131.0,AvGas
CYRB,Resolute Bay Airport,74.7169,-94.9694,133.0,AvGas
CYRT,Rankin Inlet Airport,62.8114,-92.1158,135.0,JA-a
CYSK,Sanikiluaq Airport,56.5378,-79.2467,135.0,AvGas
CYTE,Cape Dorset Airport,64.23,-76.5267,127.0,JA-a
CYUT,Repulse Bay Airport,66.5214,-86.2247,124.0,AvGas
CYUX,Hall Beach Airport,68.7761,-81.2425,122.0,JA-a
CYVM,Qikiqtarjuaq Airport,67.5458,-64.0314,119.0,JA-a
CYVN,Cape Dyer Airport,66.593,-61.5776,133.0,AvGas
CYXN,Whale Cove Airport,62.24,-92.5981,129.0,JA-a
CYXP,Pangnirtung Airport,66.145,-65.7136,133.0,AvGas
CYYH,Taloyoak Airport,69.5467,-93.5767,129.0,JA-a
CYZS,Coral Harbour Airport,64.1933,-83.3594,124.0,AvGas
CZMD,Muskrat Dam Airport,53.4414,-91.7628,118.0,JA-a
CYCK,Chatham-Kent Airport,42.3064,-82.0819,132.0,AvGas
CYAQ,Kasabonika Airport,53.5247,-88.6428,128.0,JA-a
CYAC,Cat Lake Airport,51.7272,-91.8244,133.0,AvGas
CYAG,Fort Frances Municipal Airport,48.6542,-93.4397,123.0,JA-a
CYAM,Sault Ste. Marie Airport,46.485,-84.5094,119.0,AvGas
CYAT,Attawapiskat Airport,52.9275,-82.4319,120.0,JA-a
CYCC,Cornwall Regional Airport,45.0928,-74.5633,123.0,JA-a
CYCE,Centralia/James T. Field Memorial Aerodrome,43.2856,-81.5083,136.0,AvGas
CYSN,St. Catharines/Niagara District Airport,43.1917,-79.1717,121.0,JA-a
CYCN,Cochrane Aerodrome,49.1056,-81.0136,132.0,JA-a
CYEL,Elliot Lake Municipal Airport,46.3514,-82.5614,130.0,AvGas
CYEM,Manitowaning/Manitoulin East Municipal Airport,45.8428,-81.8581,133.0,JA-a
CYER,Fort Severn Airport,56.0189,-87.6761,136.0,AvGas
CYFA,Fort Albany Airport,52.2014,-81.6969,123.0,AvGas
CYFH,Fort Hope Airport,51.5619,-87.9078,135.0,JA-a
CYGK,Kingston/Norman Rogers Airport,44.2253,-76.5969,135.0,JA-a
